duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type 
35.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
40.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
41.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
31.07,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
28.82,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.92,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
22.6,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
21.37,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.68,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.53,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.47,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.77,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.6,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.25,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
50.25,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.93,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.1,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
262.57,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
13.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
12.48,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
33.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
13.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
49.1,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
8.8,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
19.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
3.77,2013-09-02,2013,09,02,0,Mountain View,Mountain View,Subscriber
28.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.08,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
21.77,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
1.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
10.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
12.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
143.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
239.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
29.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
464.75,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
465.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
236.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
38.55,2013-09-02,2013,09,02,0,Redwood City,Redwood City,Customer
4.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
44.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
42.53,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
1.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
11.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
395.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
22.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
393.63,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.32,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
4.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
14.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
26.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
13.7,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
8.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.77,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
1.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
19.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
5.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.98,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
3.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.92,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
80.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
34.75,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
19.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
152.6,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
28.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
3.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
32.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
20.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
30.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
11.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
4.6,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
24.1,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
17.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.75,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
114.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
113.82,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
60.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
13.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.72,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
1.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
24.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
42.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
26.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
199.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
46.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
21.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
16.08,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
152.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
42.08,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
385.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
14.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.98,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.63,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
24.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
107.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
107.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
83.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
18.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
81.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.55,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
149.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
71.2,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
70.72,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
99.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
98.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
146.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
52.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.93,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
14.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
239.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.98,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
15.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
237.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
18.05,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
235.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
18.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.63,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
5.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
17.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.48,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
21.32,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
18.63,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
191.7,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.05,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
185.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
189.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
189.1,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.37,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
367.48,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
366.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
148.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
5.27,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
348.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
51.38,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.97,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
16.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
5.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.92,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
22.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
21.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.77,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
45.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.97,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.15,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
33.68,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
28.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
28.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.8,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
12.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
14.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.05,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.0,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.3,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.47,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
38.58,2013-09-02,2013,09,02,0,Palo Alto,Palo Alto,Customer
14.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
19.1,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
18.7,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
1.98,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
11.68,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.48,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
23.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
25.1,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
10.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
24.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
24.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.8,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
22.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.83,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
247.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
3.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
21.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
18.08,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
7.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
14.5,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
3.07,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
19.98,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
6.27,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
3.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
2.63,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.8,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.53,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.32,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
16.87,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
4.8,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
148.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.52,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
6.48,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
144.42,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
1.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
152.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.77,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
25.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.85,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
121.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.22,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
120.52,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.08,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
137.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.75,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
66.95,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.18,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
65.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
65.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
134.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
27.37,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.98,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
3.85,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
8.5,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
37.25,2013-09-02,2013,09,02,0,Mountain View,Palo Alto,Customer
129.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.62,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
8.62,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
16.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.32,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.2,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.13,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.05,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.62,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
15.05,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
14.83,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
11.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.43,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.45,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
12.17,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
22.75,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
12.6,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
20.1,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
6.03,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.32,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.23,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
24.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
23.78,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
16.72,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.55,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
47.88,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.4,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
13.93,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.85,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
34.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
5.58,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
9.33,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
41.57,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
17.65,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
26.28,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
25.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
4.03,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
12.22,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
11.9,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
37.25,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
8.68,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
36.73,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
7.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.47,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
9.02,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
33.47,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
33.35,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
15.67,2013-09-02,2013,09,02,0,San Jose,San Jose,Subscriber
60.55,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
60.32,2013-09-02,2013,09,02,0,San Jose,San Jose,Customer
21.67,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Subscriber
22.12,2013-09-02,2013,09,02,0,San Francisco,San Francisco,Customer
